"","","","DIA_Kalycity_REBELQUEST1"
"Kaly","Aber sie haben dich gebissen, überlege doch mal, warum wir das tun.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_01"
"Romulus","","Ich erinnere mich die ganze Zeit. Ich bin in den Arenen nicht aufzuhalten.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_02"
"Kaly","Hier geht es nicht anders: Entweder du gewinnst oder du stirbst. Ich bin mir jedoch nicht sicher, ob der König dem Kampf zustimmen wird.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_03"
"Romulus","","Warum? Ich habe das Recht, ihn herauszufordern!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_04"
"Kaly","Er könnte seinen Vater töten, er könnte das Gesetz missachten…                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_05"
"Romulus","","Was ist mit seiner Armee, seinen Wachen und seiner Aristokratie? Sie werden den Respekt vor ihm verlieren!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_06"
"Kaly","Wenn er dich nicht in der Hand gehabt hätte, hättst du ihn schon gestürzt. Aber lass mich ausreden. Während meiner Abwesenheit war ich damit beschäftigt, eine Rebellion zu organisieren.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_07"
"Kaly","Ich versammle die Menschen. Die Gladiatoren Bucht war es auch, als ich auf dich stieß. Und ich wende mich besonders an einflussreiche Leute.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_08"
"Kaly","Und einer davon ist in der Stadt. Genauer gesagt im Gefängnis. Er war der Kommandant der Garde, er erregte Respekt bei seinen Schülern. Er ist eine Autorität für dich.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_09"
"Kaly","Und er war nicht naiv. Er glaubte, ich sollte den Thron besteigen, und Rezenhart hat gelogen. Um es nicht zu verbreiten, verurteilte ihn der König zu lebenslanger Haft und Folter im Gefängnis.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_10"
"Kaly","Ich muss ihn da rausholen. Ich kann es nicht selbst machen, es wäre zu riskant.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_11"
"Romulus","","In zwei Tagen ist mein nächster Kampf, wenn ich es nicht schaffe, werden sie mich töten.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_12"
"Kaly","Wir müssen damit auskommen. Es gelang mir, die Ausrüstung des Gefängniswärters und das Dokument von einem von ihnen zu bekommen. Er sah aus wie du, sein Name war Ralf.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_13"
"Kaly","Er soll heute Nacht Dienst haben, bis zum Morgen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_14"
"Kaly","Komme heute Abend zu dem Tor, durch das wir eingetreten sind.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_15"
"Kaly","Lege aber nicht deine Ausrüstung an, wir müssen so wenig Misstrauen wie möglich erregen. Du hast die gleiche Ausrüstung wie er.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_16"
"Kaly","Ich werde deine Ausrüstung aufbewahren, während du im Gefängnis bist.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_17"
"Kaly","Denke daran, es gibt nur ein Ziel: Bring ihn lebend da raus. Und möglichst wenig Lärm machen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_18"
"Kaly","Tu so, als wärst du wirklich dieser Ralf. Ich weiß nur, dass er in letzter Zeit eine lange Pause gemacht hat. Höre, was sie zu dir sagen und was sie von Ralf erwarten würden.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_19"
"Kaly","Schwäche die Wachen und vermeide den direkten Kampf mit den Wachen. Vermeide es, sie so weit wie möglich zu kämpfen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_20"
"Kaly","Stelle zunächst fest, wo sich der Hauptmann der Wache genau befindet, auf welchem Weg er herausgeführt werden kann und wie du ihn befreien kannst. Vielleicht helfen dir die anderen Gefangenen.                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_21"
"Kaly","Schlaf lieber ein bisschen. Wir haben zu lange geredet… toller Kampf, ich könnte noch lange darüber reden!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_03_22"
"Romulus","","Ich bin hier, um eine gute Show zu bieten!                                                                                                                     ","DIA_Kalycity_REBELQUEST1_15_23"

"","","","DIA_Kalycity_REBELQUEST2"
"Kaly","Das ist kein Scherz, der Hauptmann wird gefoltert. Wir können nicht mehr warten.                                                                                                                     ","DIA_Kalycity_REBELQUEST2_03_01"
"Kaly","Folge mir, ich bringe dich zum Kerkereingang.                                                                                                                     ","DIA_Kalycity_REBELQUEST2_03_02"
"Kaly","Dort wechselst du die Identität.                                                                                                                     ","DIA_Kalycity_REBELQUEST2_03_03"

"","","","DIA_Kaly_PrisonBeach"
"Romulus","","Woher wusstest du, dass wir hier herauskommen würden?                                                                                                                     ","DIA_Kaly_PrisonBeach_15_02"
"Kaly","Ich wusste es nicht. Deshalb wartet noch ein weiterer Rebell am Eingang des Gefängnisses.                                                                                                                     ","DIA_Kaly_PrisonBeach_03_01"

"","","","DIA_Kaly_PrisonBeach_IAM"
"Kaly","Ich bin der Sohn des ermordeten Königs Brahim und der rechtmäßige Thronfolger, ja.                                                                                                                     ","DIA_Kaly_PrisonBeach_IAM_03_01"
"Kaly","Wir sind hier, um Rezenhart und seine Handlanger von Thron zu stoßen.                                                                                                                     ","DIA_Kaly_PrisonBeach_IAM_03_02"

"","","","DIA_Kaly_PrisonBeach_NotNow"
"Kaly","Noch nicht, ich gehe mit Romulus zurück in die Stadt. Wir reden, wenn du nicht mehr so erschöpft bist.                                                                                                                     ","DIA_Kaly_PrisonBeach_NotNow_03_01"
